datetime,openPrice,closePrice,highPrice,lowPrice
201803130702,1006951,1008385,1008408,1006939
201803130703,1008445,1009128,1009835,1007800
201803130704,1008870,1008208,1008955,1008129
201803130705,1008208,1008035,1008208,1007357
201803130706,1008096,1008433,1008719,1007928
201803130707,1008431,1007641,1008440,1007641
201803130708,1007695,1007869,1008058,1007446
201803130709,1007869,1008294,1008294,1007812
201803130710,1008620,1011682,1012086,1008620
201803130711,1011674,1007481,1011677,1007481
201803130712,1007631,995625,1007631,993860
201803130713,996454,994229,997192,991726
201803130714,994290,998304,998450,994271
201803130715,998236,988323,998236,987630
201803130716,988652,992045,992558,987678
201803130717,992047,992376,992420,990613
201803130718,992140,993992,994684,991643
201803130719,993969,991249,994012,990461
201803130720,991249,987509,991647,987462
201803130721,987495,987851,987851,983422
201803130722,987351,991625,991625,987351
201803130723,991625,988358,991625,988167
201803130724,988363,990238,990368,988302
201803130725,990243,990993,990993,989532
201803130726,990965,992564,993134,990544
201803130727,992564,990322,992780,990322
201803130728,990322,991110,991280,990167
201803130729,991182,991310,992053,991182
201803130730,991310,990814,991416,990394
201803130731,991014,988392,991014,988084
201803130732,988390,989809,989819,987297
201803130733,989810,988469,989810,988168
201803130734,988469,989954,990017,988252
201803130735,989990,990026,990224,989176
201803130736,990029,989099,991022,989093
201803130737,989149,984187,989450,983163
201803130738,984187,983200,985161,981425
201803130739,983200,984209,985674,981648
201803130740,984424,977910,984433,976760
201803130741,977910,983655,984171,977726
201803130742,983640,983112,984526,982715
201803130743,983197,985703,985703,983197
201803130744,985553,985204,986607,984627
201803130745,985204,988547,989008,985152
201803130746,988262,986659,988490,986258
201803130747,986450,985914,987217,985909
201803130748,985911,984460,986527,984164
201803130749,984460,987366,987928,983915
201803130750,987381,987991,988368,986534
201803130751,987953,988304,988436,987547
201803130752,988608,990177,990290,988311
201803130753,990187,991271,993314,989973
201803130754,991263,991404,992282,991009
201803130755,991405,989364,991549,988626
201803130756,989364,990750,991440,989364
201803130757,990705,990623,991151,990165
201803130758,990623,991754,992067,990457
201803130759,991757,991707,992647,991220
201803130800,991744,991907,992164,991552
201803130801,991907,989158,992903,988856
201803130802,989153,990430,991182,989043
201803130803,990518,989476,990518,989236
201803130804,989491,987412,989546,986198
201803130805,987537,988317,988570,987476
201803130806,988317,988962,990359,988111
201803130807,988962,992190,992602,988962
201803130808,992192,991282,992986,990920
201803130809,991303,990860,991303,989206
201803130810,990755,990337,992177,990337
201803130811,990337,988067,990337,987391
201803130812,988147,989052,989245,986731
201803130813,989092,990948,991104,989073
201803130814,990886,989422,991137,988485
201803130815,989449,990212,990267,988825
201803130816,990197,990478,990478,989229
201803130817,990478,989545,990955,989138
201803130818,989545,989993,989993,989130
201803130819,989993,989348,989993,989199
201803130820,989348,980609,989348,979494
201803130821,980591,979281,982703,977922
201803130822,979431,981411,983024,979401
201803130823,981411,982027,982173,981177
201803130824,982027,984727,985045,982027
201803130825,984648,980259,985218,978574
201803130826,980217,982901,983877,979789
201803130827,982901,982177,983153,981865
201803130828,982182,983650,984420,982182
201803130829,983650,986259,986631,983418
201803130830,986262,985180,987150,984977
201803130831,985148,987310,987319,985148
201803130832,987312,989346,989484,987201
201803130833,989336,987771,989336,986475
201803130834,987770,987732,988308,987636
201803130835,987732,988111,988783,987732
201803130836,988094,987203,989235,987186
201803130837,987236,986184,987236,985425
201803130838,986222,986303,987498,985864
201803130839,986003,984152,986793,984152
201803130840,984125,986570,986605,984010
201803130841,986525,986152,987058,985954
201803130842,986155,990185,991088,986155
201803130843,990210,992270,992912,989733
201803130844,992270,995879,996174,992223
201803130845,995879,995386,996465,994609
201803130846,995386,995637,996124,994248
201803130847,995637,993813,995787,993062
201803130848,993813,993835,994010,993309
